#STARTDIALOGUE				
200 mg of ibuprofen. And how frequently are you taking that?	how often do you take the ibuprofen	I just did what it said on the bottle, two every 8 hours or so.	how often do you take the ibuprofen	True
Alright. Have you ever had any back pain in the past?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
Is this pain different from that?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
No back surgeries?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
We all have those moments. Do you have any other medical problems?	do you have any medical problems	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	True
Ok. And are you taking any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
No prescriptions?	any prescription medication	I'm sorry, I don't understand that question. Would you restate it?	none	False
And are you using any other methods of treatment?	have you tried any treatment	I have not tried anything yet except for the ibuprofen.	have you tried any treatment	True
Okay. Mr. Wilkins, do you use drugs or alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Alright, and do you smoke?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
I feel the same way. Can you tell me about your family?	how is your family	My parents are fine but I have no brothers and sisters.	how is your family	True
No siblings, any children?	do you have any children	I have no brothers or sisters.	do you have siblings	False
How about children?	how are your children	I don't have any children.	how are your children	True
Alright. Let's talk about your parents. Are they both still living?	are your parents living	Both of my parents are alive and well.	are your parents living	True
That's great! Do they have any medical issues?	are your parents healthy	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	False
I'm going to do my best to help with your back pain. Your parent are healthy, no history of family illness/	are your parents healthy	Both of my parents are in good health.	are your parents healthy	True
And no known illness runs in the family?	any family history of illness	I don't think so.	any family history of illness	True
Alright. How about your grandparents?	tell me about your grandparents	All of my grandparents are deceased.I didn't really know them, they died when I was really little or before I was born.	tell me about your grandparents	True
Do you know what they passed away from?	how did your grandparents die	I am not really sure. I was pretty little and maybe even not born yet. I'd have to ask my mom and dad.	how did your grandparents die	True
No known illnesses?	are your parents healthy	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	False
Alright. Well, I think that's everything I need. Let me summarize to make sure. 	to summarize	Print([That sounds about right] [I think that is correct])	to summarize	True
You have a dull lower back pain that started a few days ago after helping your friend move.	to summarize	I only had it for a day and the tylenol helped.	unknown	False
The pain is only in your back, it isn't radiating elsewhere, and you'd rate it as a 7, but it is probably a 5-6 with ibuprofen	to summarize	[ Pain2 ]Right now, I would call my pain a 4. When I take the ibuprofen, it goes down to about a 3.	unknown	False
Even better. The ibuprofen helps a bit, but moving and bending down makes it worse.	to summarize	[ Pain3 ]It is really painful when I bend down.	does it hurt when you bend	False
And that is interfering with your job. So I'm going to take this to my attending to come up with a plan for you.	i'll go report to the doctor	Of course.	make a follow up appointment	False
I'll be right back.	goodbye	Mostly right in the middle.  Sometimes times if I twist to a side or something it seems worse on the side but most of the time it is just in the middle.	unknown	False
Thank you, Mr. Wilkins. I'll be right back.	thanks	Mostly right in the middle.  Sometimes times if I twist to a side or something it seems worse on the side but most of the time it is just in the middle.	unknown	False
#STARTDIALOGUE				
Hello, how are you today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
I definitely want to talk about that, do you have any other concerns that bring you in today?	any other problems	The occasional need to urinate more frequently.	any other problems	True
okay, so we are going to have about 15 minutes together. I want to discuss your back pain and the urge to urinate. Tell me about what you've been experiencing	what brings you in today	I'm afraid I don't understand that question.	none	False
Okay, tell me about your back pain	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
When did you begin to notice it?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
What about the problems urinating, when did that begin?	when did the frequent urination start	A few days ago I was helping one of my friends lift a heavy couch and I felt a sharp pain in my lower back.	were you doing anything when the pain started	False
So a sharp pain in your lower back after lifting, how has it been since then	none	It is mostly at the bottom, just below my jeans here.  Maybe above it some too.	is the pain in your upper or lower back	False
does anything make it better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
have you tried any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
does ibuprofen seem to help	did the ibuprofen help	It helped some, but it doesn't make the pain go away.	did the ibuprofen help	True
okay, so let me see if I have this right, 4-5 days ago you lifted a heavy couch for a friend and now you have lower back pain that doesn't seem to get better with medicine	how heavy was the couch	I'm not sure exactly, but it was pretty darn heavy.	how heavy was the couch	True
tell me about your urge to urinate more frequently	describe the frequent urination	Well, every now and then I seem to have to urinate more often that my usual of 4 or so times per day. It will increase to 6 or 8 sometimes.	describe the frequent urination	True
when did it start?	when did the frequent urination start	I would guess a few months ago.	when did the frequent urination start	True
are some days better than others?	how frequent is the frequent urination	I'm sorry, I don't understand that question. Would you restate it?	none	False
do you feel like you need to urinate more some days than others	how frequent is the frequent urination	Nothing serious, just the occasional increase need to go.	do you have any bladder problems	False
do you have any pain upon urination	have you noticed pain while urinating	I haven't had any pain like that.	have you noticed pain while urinating	True
any blood in your urine	have you noticed any blood in your urine	I haven't noticed anything like that.	have you noticed any blood in your urine	True
when you urinate is it a constant stream or does it start and stop	none	The pain started about four or five days ago.	when did the pain start	False
does the pain radiate anywhere	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
do you have any other symptoms?	any other problems	I don't think so.	any other problems	True
okay, I want to ask you a few questions about your medical history	i have more questions	Ok, sure.	i have more questions	True
have you had any illnesses or surgeries?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
ever been in the hospital before?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
I understand that. do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
what about current medications	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
any prescription medicines?	any prescription medication	I don't take any prescription medications.	any prescription medication	True
have you had any health screenings?	are you healthy	I am pretty healthy. When I came here last year the doctor checked me out and said everything looked good.	are you healthy	True
have you had a prostate exam?	have you had a prostate exam	I remember that from last year.  The doc said it was normal.	have you had a prostate exam	True
good, what kind of work do you do?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
do you do heavy lifting at your job?	do you do any heavy lifting at work	Sometimes, but I am usually careful.	do you do any heavy lifting at work	True
has your pain interfered with your job?	does the pain interfere with work	It is interfering with my ability to work. I have been off for the past three or four days.	does the pain interfere with work	True
has anyone in your family had back pain	does anyone in your family have back pain	Not that I am aware of.	does anyone in your family have back pain	True
who lives at home with you?	who do you live with	I live alone.	who do you live with	True
any living family members?	any family history of illness	I'm afraid I don't understand that question.	none	False
any children?	do you have any children	I have no children.	do you have any children	True
tell me about your diet?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
what sort of food do you eat?	what do you eat each day	I don't know. The usual stuff, like spaghetti, meatloaf that sort of thing.	what do you eat each day	True
what do you usually drink?	do you drink	I'm sorry, I don't understand that question. Would you restate it?	none	False
are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
do you use any substances?	do you use illegal drugs	I'm sorry, I don't understand that question. Would you restate it?	none	False
yes, it is definitely a scary path to go down. do you have any other concerns?	any other problems	The occasional need to urinate more frequently.	any other problems	True
okay, I think I have enough information for now, I'm going to go discuss everything with the doctor and then we can come back together and get a plan for you	have you seen a doctor	I haven't seen anyone about this.	have you seen a doctor	True
#STARTDIALOGUE				
Hi, what brings you into today Jim?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I'm so sorry to hear that. We will address that today. Is there anything else?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Okay Jim. Anything else?	any other problems	I don't think so.	any other problems	True
Alright so tell me about how your back pain has been affecting you?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
Where do you work?	where do you work	[ Happiness2 ]I have my own auto repair garage.	where do you work	True
Okay, well I'm sorry again about that. How else has it been affecting you?	how has this affected you	[ Fear1 ]I haven't been able to work.	how has this affected you	True
How would you rate your pain on a scale from 1 to 10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
How much ibuprofen do you take?	how much ibuprofen have you taken	I have been taking the ibuprofen ever since I hurt my back.  I just did what it said on the bottle, two every 8 hours or so.  I have not taken it today.	how much ibuprofen have you taken	True
When did you hurt your back?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
What happened to cause it?	did anything happen to cause the pain	A few days ago I was helping one of my friends lift a big heavy couch. When I bent down, I felt a sharp pain in my back.	did anything happen to cause the pain	True
Does anything make it better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Anything make it bettter?	what makes the frequent urination better	I'm afraid I don't understand that question.	none	False
When did the urge to urinate start? 	when did the frequent urination start	I would guess a few months ago.	when did the frequent urination start	True
So unrelated to the back pain?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
Do you have any history of back pain?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
Any history of it in your family?	any family history of illness	I'm afraid I don't understand that question.	none	False
Do you smoke or drink?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
#STARTDIALOGUE				
Hello, my name is Kelsey Parks. I am a first year medical student. Can you confirm for me your full anme and date of birth?	name and date of birth	10-Aug-62	when were you born	False
Thank you Mr. Wilkins. So, we have about 20 minutes to talk about your pack bain and your past medical history today. Do you have anything else you'd like to talk about?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Alright. I will make sure to save time for that. Anything else?	any other problems	I don't think so.	any other problems	True
Great. Let's start by talking about your back pain. Can you tell me more about the back pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Oh - that sounds frustating, to get hurt while helping a friend. What else can you tell me about the back pain?	none	That'll do it. Thank you for seeing me.  Hopefully we can get this pain taken care of and I can get back to work.	is there anything else i can help you with	False
So - you mentioned that your back has been hurting ever since you helped to move the couch. How long ago was that?	when did the pain start	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	False
Are there times in the day where you notice it hurts more?	is the pain worse in the morning or at night	[ Sadness2 ] It hurts all the time.  I haven't really noticed if morning or night is better.  In the morning it feels really stiff so it is pretty bad.  In the night though it is really achy.	is the pain worse in the morning or at night	True
Ugg. That must be challenging to have it hurt all the time. Have you done anything to try to alleviate your pain?	what makes the pain better	I tried some ibuprofen, but I don't think that is helping very much.	what makes the pain better	True
ok. Can you rate your pain level, on a scale from 1-10?	can you rate the pain	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	False
That is quite the disruption to your day. You said it is mostly still. Can you point out exactly where the pain is located?	where is the pain	It is mostly in my lower back.	where is the pain	True
Does it stay in your lower back or does it radiate anywhere?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
Does anything look physically different on your back from normal?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
Is the pain associated with any markings on your skin, redness, brusing, etc?	are you having any other pain	What? Only the pain in my lower back.	are you having any other pain	True
Alright, I think we've about covered everything for your back. Let's move on to talk about your urination difficulties. 	want to ask about	I'll try to give answers as best I can.	want to ask about	True
Can you tell me about what you've been experiencing?	describe the frequent urination	I'm sorry, I don't understand that question. Would you restate it?	none	False
Describe for me your urination difficulties.	describe the frequent urination	No.	negative symptoms	False
When did you start having difficulties urinating?	when did the frequent urination start	I'm afraid I don't understand that question.	none	False
A few months ago, and what has it been like since it started?	describe the frequent urination	Well, every now and then I seem to have to urinate more often that my usual of 4 or so times per day. It will increase to 6 or 8 sometimes.	describe the frequent urination	True
Is there anything else of note when you are urinating?	none	I can't think of anything.	any other problems	False
Alright. How often do you experience this increased need to urinate?	how frequent is the frequent urination	I don't know exactly, several times a day.	how often do you urinate	False
Is this affecting you every day, or more sporatically?	how frequent is the frequent urination	I'm afraid I don't understand that question.	none	False
Is this something you experience every day?	how frequent is the frequent urination	I'm sorry, I don't understand that question. Would you restate it?	none	False
Do you experience any burning or tingling when you urinate?	have you noticed pain while urinating	I haven't had any pain like that.	have you noticed pain while urinating	True
Do you have any idea of what may have brought this on?	unknown	A few days ago I was helping one of my friends lift some furniture and all of a sudden I felt a sharp pain in my back.	were you doing anything when the pain started	False
Have you tried any home remedies to help with the frequent urination?	have you tried anything for the frequent urination	Just started the Saw Palmetto.	have you tried anything for the frequent urination	True
what is the saw palmetto?	unknown	I'm sorry, I don't understand that question. Would you restate it?	none	False
Alright - I think we have the info we need for your back pain and frequent urination. 	none	It is there all the time, it hasn't really gone away since it first started.	how frequent is the pain	False
Let's move on to your medical history	what is your past medical history	I'm afraid I don't understand that question.	none	False
How is your general health?	are you healthy	I am pretty healthy. When I came here last year the doctor checked me out and said everything looked good.	are you healthy	True
That's great to hear. Are there any current or past medical problems that stand out to you?	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
Are you parents living?	are your parents living	Both of my parents are alive and well.	are your parents living	True
Do your parents have any physical or mental health problems?	are your parents healthy	Both of my parents are in good health.	are your parents healthy	True
What about your grandparent? Are they living?	unknown	Both of my parents are alive and well.	are your parents living	False
Do you have children?	do you have any children	I have no children.	do you have any children	True
How is your home life?	how is home	It's fine.	how is home	True
Who lives at home?	who do you live with	I live alone.	who do you live with	True
Do you like living alone?	none	I live by myself.	do you live alone	False
How would you describe your mood? Are you a generally happy person?	are you happy	I am happy.	are you happy	True
Have you ever felt hopeless or depressed?	do you have a history of depression	I have never been depressed	do you have a history of depression	True
Have you or do you ever think about suicide?	none	No.	negative symptoms	False
Do you use any drugs?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
Good to hear. what about alcohol. Do you drink alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
So, about how many drinks per week would you say is your norm?	how much do you drink	I really don't drink that much. Maybe one or two beers at football games. A glass of wine now and then.	how much do you drink	True
Do you wear your seatbelt when you're in the car?	where is the pain	I'm afraid I don't understand that question.	none	False
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
So, you have been sexually active in the past?	none	I am not currently  sexually active.	are you sexually active	False
When you are sexually active, do you have sex with men, women, or both?	do you prefer men or women	[ Surprise4 ]Women	do you prefer men or women	True
Do you feel safe?	do you feel safe at home	I feel safe.  My place is in an ok area, nothing that makes me worried.	do you feel safe at home	True
Alright. Thank you for your time. I will go grab the doctor and we will be back shortly	the doctor will be in	Sounds good.	the doctor will be in	True
#STARTDIALOGUE				
Hello, what brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Tell me more about this	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Are you taking medication for this	are you taking any medication for the pain	I have been taking ibuprofen for a few days, but that is not helping much.	are you taking any medication for the pain	True
Can you decribe the type of pain?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
On a scale of 1-10, how bad does it hurt?	how intense is the pain	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	True
That must be hard for you	that must be hard	It is challenging.	that must be hard	True
I'm sorry to hear that. Does anything make it feel better?	what makes the pain better	I haven't noticed any numbness or tingling in my back or anywhere else.	do you have numbness or tingling	False
Ok, let's move on to your past medical history. 	what is your past medical history	This back pain is really my first issue.	what is your past medical history	True
#STARTDIALOGUE				
Can I please get your name and date of birth?	name and date of birth	Jim Wilkins and I was born August 10, 1962.	name and date of birth	True
Great, I noticed you are having back pain, could you talk about this?	describe the pain	My joints do not hurt.	unknown	False
How is your back?	describe the pain	My back is fine	how is your hip	False
Are you having pain?	do you have any pain	[ Pain3 ]My back is really hurting.  If it weren't for my back, I would be doing ok.	do you have any pain	True
Before we start, is there anything else you want to talk about today?	any other problems	The pain started about four or five days ago.	when did the pain start	False
Tell me all about the pain	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
have you noticed other problems	any other problems	The occasional need to urinate more frequently.	any other problems	True
has this happened before	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
Do you do anything else to make it better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
and better?	what makes the pain better	I'm sorry, I don't understand that question. Would you restate it?	none	False
Does this affect you at work?	does the pain interfere with work	It is interfering with my ability to work. I have been off for the past three or four days.	does the pain interfere with work	True
Thats unfortunate. What do you do?	what do you do for fun	I'm sorry, I don't understand that question. Would you restate it?	none	False
And for your job?	is your job pleasurable	I'm sorry, I don't understand that question. Would you restate it?	none	False
do you have a family history	any family history of illness	What would you like to know?	any family history of illness	True
major life events	how is home	I'm afraid I don't understand that question.	none	False
did either your mother or father have back problems	does anyone in your family have back pain	Not that I am aware of.	does anyone in your family have back pain	True
do you know what caused this	did anything happen to cause the pain	A few days ago I was helping one of my friends lift a big heavy couch. When I bent down, I felt a sharp pain in my back.	did anything happen to cause the pain	True
like you have never felt before	have you had back pain before	I'm afraid I don't understand that question.	none	False
do you take any medications	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
are you allergic to any medications	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
#STARTDIALOGUE				
Hi Jim	hello	Hello Doctor.  I am so glad to see you.	hello	True
Me too. How are you doing?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
Can you verify your name and date of birth?	name and date of birth	Jim Wilkins and I was born August 10, 1962.	name and date of birth	True
Ok great! So what brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Oh no! I'm so sorry about that! I definitely want to address that, but before we talk. Is there anythinge lse wrong?	any other problems	I'm sorry, I don't understand that question. Would you restate it?	none	False
I'm so sorry about that! Are you having any other problems?	any other problems	Thanks.	i am sorry	False
Are you having any other issues you want to talk about today?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Anything else?	any other problems	I don't think so.	any other problems	True
Ok so then let's get started!	none	I'm afraid I don't understand that question.	none	True
Can you tell me more about your back pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Can you tell me more about the pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Can you describe the pain?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
How long have you had the pain?	how long have you had the pain	Almost a week I think.	how long have you had the pain	True
Is the pain constant all day?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
Is there anything you do or a medicine you take that makes it better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
How much ibuprofen do you take and how frequently?	how often do you take the ibuprofen	I just did what it said on the bottle, two every 8 hours or so.	how often do you take the ibuprofen	True
Is there anything that makes the pain worse?	what makes the pain worse	Thank you for your concern.	that must be awful	False
Is the pain worse when you do certain activities?	none	I like to restore old cars.	do you have any hobbies	False
Does the pain interfere with your activites?	has the pain affected your activity	Well, I can't move around very well so that is pretty limiting.   I have had to virtually stop working on the cars in my shop.	has the pain affected your activity	True
I'm sorry, that must be hard	that must be hard	It is challenging.	that must be hard	True
What do you think is causing the pain?	do you have a cause for the pain	[ Pain3 ]I'm not really sure, all I know is that my back really hurts.	do you have a cause for the pain	True
Is there anything about the pain that particularly worries you?	what concerns you about the pain	It is there all the time, it hasn't really gone away since it first started.	what concerns you about the pain	True
How would rate the pain on a scale from 1 to 10?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Ok thank you for telling me all of this	thanks	[ Happiness2 ]Thank you	thanks	True
Now I'm going to ask you about your medical history	want to ask about	I'll try to give answers as best I can.	want to ask about	True
Have you had any past illnesses?	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
What about past accidents or injuries?	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
Have you ever been hospitalized?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
Have you ever had surgery?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
Have you ever gone to therapy?	have you had back pain before	I'm afraid I don't understand that question.	none	False
Can you tell me more about what caused your previous back pain	unknown	I don't remember.	unknown	True
Are you up to date on your immunizations?	are you current on vaccinations	I am up to date.	are you current on vaccinations	True
Do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Are you currently taking any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
Any other medication?	are you taking any other medication	I am taking baby aspirin once a day as a preventative for my heart. It was prescribed by my doctor. She said it would be a good idea at my age.	are you taking any other medication	True
Anything else?	are you taking any other medication	No.	are you taking any other medication	True
Do you practice safe health like wearing a seatbelt?	none	I am pretty healthy. When I came here last year the doctor checked me out and said everything looked good.	are you healthy	False
Are you up to date on all your screenings and bloodwork?	are you current on vaccinations	I'm afraid I don't understand that question.	none	False
Do you have a family history of any disease?	any family history of illness	Nothing that I can think of. My parents are healthy and they donn't have any unusual illnesses. I don't really know much about my grandparents.	any family history of illness	True
Are your parents alive?	are your parents living	Both of my parents are alive and well.	are your parents living	True
Are you grandparents alive?	are your grandparents living	All of my grandparents are deceased.	are your grandparents living	True
Can you tell me at what age they died	how did your grandparents die	I am not really sure. I was pretty little and maybe even not born yet. I'd have to ask my mom and dad.	how did your grandparents die	True
Do you know what they died from	how did your grandparents die	I am not really sure. I was pretty little and maybe even not born yet. I'd have to ask my mom and dad.	how did your grandparents die	True
Do you have children?	do you have any children	I have no children.	do you have any children	True
Do you have any siblings?	do you have siblings	I have no brothers or sisters.	do you have siblings	True
Has anyone in your family had back pain before?	does anyone in your family have back pain	Not that I am aware of.	does anyone in your family have back pain	True
Has anyone in your family had diabetes?	negative symptoms	No.	negative symptoms	True
How is your home life?	how is home	It's fine.	how is home	True
Do you live with anyone?	who do you live with	I live alone.	who do you live with	True
Do you feel safe at home?	do you feel safe at home	I feel safe.  My place is in an ok area, nothing that makes me worried.	do you feel safe at home	True
Are you working?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
Do you feel safe at work?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
How is work going?	how is work	Work has been good.  I have been developing a strong customer base.  I have been working on a vw beetle restoration and some repairs.  I haven't been able to keep up with any of that since this started though.	how is work	True
Do you feel stressed from your job?	is your job stressful	Not really.	is your job stressful	True
Do you enjoy your job?	is your job pleasurable	It is.	is your job pleasurable	True
Does work negatively impact your health?	none	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	False
What other activities or hobbies do you have?	do you have any hobbies	I like to restore old cars.	do you have any hobbies	True
Are you involved in any groups?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
Do you exercise?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
How is your diet?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
Do you use any drugs or alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Are you generally happy?	are you happy	I am happy.	are you happy	True
Do you ever feel anxious or depressed?	do you have a history of depression	I have never been depressed	do you have a history of depression	True
What stressed you out?	are you stressed	I really don't get stressed. If I do get a little stressed, I just work on one of my cars to relax.	are you stressed	True
How do you feel about yourself?	are you happy	I'm afraid I don't understand that question.	none	False
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Have you been sexually active in the past?	none	I am not currently  sexually active.	are you sexually active	False
Do you have a partner or spouse?	are you in a relationship	I do not.	are you in a relationship	True
Are you attracted to men women or both?	do you prefer men or women	I'm afraid I don't understand that question.	none	False
Are you attracted to men, women, or both?	do you prefer men or women	I'm afraid I don't understand that question.	none	False
Are you having any problems with your sexual life you want to address?	none	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	False
Ok thank you so much for sharing	thanks	[ Happiness2 ]Thank you	thanks	True
We will get to the bottom of your back pain together	i will do my best	I appreciate that.	i will do my best	True
What questions do you have for me?	do you have any questions	I'm sorry, I don't understand that question. Would you restate it?	none	False
Ok I will go get the doctor now	i'll go report to the doctor	Ok I hope you guys can figure something out.	i'll go report to the doctor	True
We will do our best! It was nice meeting you	nice talking with you	Thanks for helping me	nice talking with you	True
#STARTDIALOGUE				
Hi, welcome Mr. Wilkins. What brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I'm very sorry to hear that. I hope we can work together to address it. Was there anything else you wanted to discuss?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Okay. I understand. So, we have about 20 minutes together today. I'd like to hear more about your back pain and more prequent urination and also talk about your past medical history. Sound good?	good	It is.	good	True
Great. So, can you please tell me more about your back pain?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
I see. Ouch. Anything else?	any other problems	I don't think so.	any other problems	True
Ok. When did this happen?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Hmm, and has it changed?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
Okay. Is there anything you've noticed that makes it better or worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Ouch. I understand. That must be very uncomfortable. Can you show me where your pain is located?	where is the pain	It is mostly in my lower back.	where is the pain	True
Okay. Does it radiate elsewhere?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
I understand. How would you describe this pain?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
That would definitely be annoying. On a scale of 1-10. How painful is it?	how intense is the pain	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	True
I'm sorry, that must be very stressfull. And have you taken any medication?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
But that has not really been helping?	did the ibuprofen help	It helped some, but it doesn't make the pain go away.	did the ibuprofen help	True
I understand. Have you ever had pain like this or hurt your back before?	have you had back pain before	I have had some back pain previously. Maybe four or five years ago. It was similar to my pain now but back then just a couple of regular strength Tylenol took care of it and it was gone in one day.	have you had back pain before	True
Okay. Are there any other symtoms that come with your back pain?	are you having any other pain	I have no back pain	do you have any hip pain	False
